Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
12,FRS/GMRS 12,467.6625,,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,0.5W,,,,,
13,FRS/GMRS 13,467.6875,,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,0.5W,,,,,
14,FRS/GMRS 14,467.7125,,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,0.5W,,,,,
15,P-Elk Repeater,462.6,+,5,TSQL,100,100,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/10838: Elk,,,,
16,INLAND EMPIRE ARBORCREST 625,462.625,+,5,TSQL,100,100,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/4292: Spokane,,,,
17,INLAND EMPIRE KRELL 675,462.675,+,5,TSQL,77,77,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/5418: Spokane,,,,
18,Liberty Lake,462.55,+,5,TSQL,77,77,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/7561: Liberty Lake,,,,
19,Loon Lake ERC,462.575,+,5,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/4221: Loon Lake,,,,
20,Spokane Mountain 650 G-5,462.65,+,5,TSQL,206.5,206.5,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/5036: Spokane,,,,
21,Spokane Valley ERC,462.7,+,5,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/2826: Spokane Valley,,,,
22,Colville ERC,462.725,+,5,TSQL,100,100,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/5105: Colville,,,,
23,Cheney 725,462.725,+,5,TSQL,127.3,127.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/4425: Cheney,,,,
24,West Seattle,462.55,+,5,Tone,103.5,103.5,23,NN,23,Tone->Tone,FM,5,,5.0W,,,,,
25,Beacon Hill,462.575,+,5,Tone,103.5,103.5,23,NN,23,Tone->Tone,FM,5,,5.0W,,,,,
26,Capitol Hill,462.6,+,5,Tone,103.5,103.5,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/4854: Seattle,,,,
27,Magnolia,462.625,+,5,Tone,100,100,23,NN,23,Tone->Tone,FM,5,,5.0W,,,,,
28,Maple Leaf,462.675,+,5,Tone,141.3,141.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/4855: Seattle,,,,
29,East Tiger Mtn,462.625,+,5,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,5,,5.0W,,,,,
30,Olympia,462.65,+,5,Tone,141.3,141.3,23,NN,23,Tone->Tone,FM,5,,5.0W,,,,,
31,Lk Forest Park,462.725,+,5,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/6475: Seattle,,,,
32,Snohomish,462.725,+,5,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,5,,5.0W,,,,,
33,Auburn Valley GMRS,462.7,+,5,TSQL,254.1,254.1,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/10745: Auburn,,,,
34,Mercer Island,462.7,+,5,TSQL,254.1,254.1,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/4311: Mercer Island,,,,
35,SeaTac Repeater Assoc. GMRS,462.625,+,5,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/3641: Issaquah,,,,
36,WSCC621,462.7,+,5,TSQL,114.8,114.8,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/8846: Moses Lake,,,,
37,AI-15,462.725,+,5,DTCS,88.5,88.5,454,NN,454,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/10567: Anderson Island,,,,
38,AMF462AMBOY,462.55,+,5,TSQL,127.3,127.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/4680: Amboy,,,,
39,BUCKLEY REPEATER,462.55,+,5,TSQL,123,123,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/10532: Buckley,,,,
40,Bellingham 550,462.55,+,5,TSQL,151.4,151.4,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/4815: Bellingham,,,,
41,CReady,462.65,+,5,TSQL,127.3,127.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/10322: Camano Island,,,,
42,Camelot,462.65,+,5,TSQL,118.8,118.8,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/9794: Auburn,,,,
43,Cap Hill 600,462.6,+,5,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/4854: Seattle,,,,
44,Chandler6000,462.6,+,5,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/9834: Benton City,,,,
45,Crego Hill,462.675,+,5,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/2913: Chehalis,,,,
46,Douglas County 575,462.575,+,5,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/5722: East Wenatchee,,,,
47,Dusk Peak Portable,462.55,+,5,TSQL,77,77,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/11113: Wilkeson,,,,
48,EastOly600,462.6,+,5,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/4222: Olympia,,,,
49,FRS-OTH,462.575,+,5,TSQL,67,67,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/10284: Othello,,,,
50,Ferry County South,462.6,+,5,TSQL,100,100,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/1543: Republic,,,,
51,Kirae Sero | base725,462.725,+,5,TSQL,136.5,136.5,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/10546: Orting,,,,
52,Lake Forest Park 725,462.725,+,5,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/6475: Seattle,,,,
53,Longview 650,462.65,+,5,Cross,210.7,233.6,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/10237: Longview,,,,
54,Moses Lake 650,462.65,+,5,TSQL,206.5,206.5,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/3991: Moses Lake,,,,
55,Mt. Si N'hood Radio Watch,462.7,+,5,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/5332: North Bend,,,,
56,North Bothell,462.55,+,5,Tone,241.8,88.5,23,NN,23,Tone->Tone,FM,5,S,5.0W,https://mygmrs.com/repeater/5590: Bothell,,,,
57,North Seattle 675,462.675,+,5,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/4855: Seattle,,,,
58,OTRP-1,462.625,+,5,Cross,67,100,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/10210: Othello,,,,
59,OTRP-2,462.55,+,5,TSQL,67,67,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/10211: Othello,,,,
60,Oly-Comm3,462.625,+,5,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/3386: Cougar Mountain,,,,
61,Onalaska,462.7,+,5,Tone,103.5,88.5,23,NN,23,Tone->Tone,FM,5,S,5.0W,https://mygmrs.com/repeater/8133: Onalaska,,,,
62,Orcas,462.575,+,5,Cross,141.3,100,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/2603: San Juan County,,,,
63,PA1,462.575,+,5,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/3911: Port Angeles,,,,
64,POCRG 550 DIAMOND LAKE,462.55,+,5,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/4356: Diamond Lake,,,,
65,POCRG 725 COOKS MT,462.725,+,5,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/1242: Newport,,,,
66,Peacock Hill,462.675,+,5,TSQL,173.8,173.8,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/6607: Gig Harbor,,,,
67,Pikes Peak,462.675,+,5,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/2761: Walla Walla,,,,
68,Richard Besseys GMRS Repeater,462.55,+,5,TSQL,100,100,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/1429: Walla Walla,,,,
69,SMARC Othello,462.675,+,5,TSQL,136.5,136.5,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/5612: Othello,,,,
70,Shadow,462.55,+,5,Tone,203.5,88.5,23,NN,23,Tone->Tone,FM,5,S,5.0W,https://mygmrs.com/repeater/7430: Joyce,,,,
71,Skagit Valley 575,462.575,+,5,TSQL,210.7,210.7,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/7140: Sedro-Woolley,,,,
72,Snohomish 725,462.725,+,5,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/2000: Snohomish,,,,
73,South Whidbey Scachet Head,462.6,+,5,TSQL,127.3,127.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/4327: Clinton,,,,
74,Sunset Hill,462.55,+,5,Tone,67,88.5,23,NN,23,Tone->Tone,FM,5,S,5.0W,https://mygmrs.com/repeater/11090: Hoquiam,,,,
75,Tapps1,462.575,+,5,TSQL,156.7,156.7,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/1419: Lake Tapps,,,,
76,Timberlake,462.725,+,5,TSQL,210.7,210.7,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/10191: Shelton,,,,
77,WQAG924 - G3,462.6,+,5,TSQL,136.5,136.5,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/1320: Moses Lake,,,,
78,WQAG924 - G6,462.675,+,5,TSQL,206.5,206.5,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/1361: Moses Lake,,,,
79,WRAK316 G6,462.675,+,5,TSQL,110.9,110.9,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/2957: Lake Chelan,,,,
80,WRBT599 | 462.650 | 141.3,462.65,+,5,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/3757: Arlington,,,,
81,WRKR649,462.7,+,5,Tone,136.5,88.5,23,NN,23,Tone->Tone,FM,5,S,5.0W,https://mygmrs.com/repeater/11123: Winlock,,,,
82,WSCC621,462.7,+,5,TSQL,114.8,114.8,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/10531: Moses Lake,,,,
83,Wenatchee heights 550,462.55,+,5,TSQL,88.5,206.5,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/403: Wenatchee,,,,
84,Windsong,462.55,+,5,TSQL,136.5,136.5,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/8946: Kennewick,,,,
85,Windy Ridge Repeater 725,462.725,+,5,TSQL,69.3,69.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/1458: Chelan County,,,,
86,Yelm,462.575,+,5,TSQL,167.9,167.9,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/10508: Yelm,,,,
87,gardner creek,462.575,+,5,TSQL,100,100,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/5659: republic,,,,
88,P-AI-16,462.575,+,5,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,S,5.0W,https://mygmrs.com/repeater/9810: Anderson Island,,,,
89,P-BCW-GMRS,462.55,+,5,TSQL,136.5,136.5,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/11125: Benton City,,,,
90,P-Bayridge Fire,462.625,+,5,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,S,5.0W,https://mygmrs.com/repeater/10170: Burlington,,,,
91,P-Bells Mountain,462.675,+,5,TSQL,127.3,127.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/6054: Battle Ground,,,,
92,P-Cultus Mountain,462.55,+,5,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,S,5.0W,https://mygmrs.com/repeater/3984: Sedro Woolley,,,,
93,P-Dusk Peak,462.55,+,5,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,S,5.0W,https://mygmrs.com/repeater/10392: Covington,,,,
94,P-Elephant Mtn .550,462.55,+,5,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,S,5.0W,https://mygmrs.com/repeater/3629: Yakima,,,,
95,P-Elk Repeater,462.6,+,5,TSQL,100,100,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/10838: Elk,,,,
96,P-FTC EMer Net,462.625,+,5,TSQL,91.5,91.5,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/6579: Colville,,,,
97,P-G2-Wenas,462.575,+,5,TSQL,69.3,69.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/5277: Selah,,,,
98,P-GC GMRS G1,462.55,+,5,TSQL,69.3,69.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/5370: Grand Coulee,,,,
99,P-Hillyard 575,462.575,+,5,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,S,5.0W,https://mygmrs.com/repeater/5132: Spokane,,,,
100,P-Issaquah CST 675,462.675,+,5,TSQL,203.5,203.5,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/10533: Issaquah,,,,
101,P-Issaquah CST 725,462.725,+,5,TSQL,171.3,171.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/10204: Issaquah,,,,
102,P-KCARC-Gold Mt,462.6,+,5,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,S,5.0W,https://mygmrs.com/repeater/7965: Bremerton,,,,
103,P-Lake Stevens 462.550,462.55,+,5,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,S,5.0W,https://mygmrs.com/repeater/2516: Lake Stevens,,,,
104,P-Lookout 725,462.725,+,5,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,S,5.0W,https://mygmrs.com/repeater/4814: Bellingham,,,,
105,P-MURDERLUV,462.575,+,5,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,S,5.0W,https://mygmrs.com/repeater/11092: Kelso,,,,
106,P-Mt. Pleasant Community,462.725,+,5,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/3948: PORT ANGELES,,,,
107,P-NCCERT,462.725,+,5,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,S,5.0W,https://mygmrs.com/repeater/7699: Stanwood,,,,
108,P-Oly-Comm1,462.675,+,5,TSQL,100,100,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/2122: Discovery Bay,,,,
109,P-Oly-Comm2,462.675,+,5,TSQL,210.7,210.7,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/2914: Port Townsend,,,,
110,P-Pasco Stake Repeater,462.65,+,5,TSQL,123,123,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/9858: Pasco,,,,
111,P-Pegasus 1,462.65,+,5,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,S,5.0W,https://mygmrs.com/repeater/3595: Redmond,,,,
112,P-Prosser/Rattlesnake,462.725,+,5,Tone,88.5,88.5,23,NN,23,Tone->Tone,FM,5,S,5.0W,https://mygmrs.com/repeater/10148: Grandview,,,,
113,P-Prune Hill,462.725,+,5,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,S,5.0W,https://mygmrs.com/repeater/5839: Camas,,,,
114,P-RIS 700,462.7,+,5,Tone,100,88.5,23,NN,23,Tone->Tone,FM,5,S,5.0W,https://mygmrs.com/repeater/4669: Lacey,,,,
115,P-San Juan 600,462.6,+,5,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/1515: Decatur Island,,,,
116,P-Satus G6,462.675,+,5,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,S,5.0W,https://mygmrs.com/repeater/6556: White Swan,,,,
117,P-Selah G5,462.65,+,5,TSQL,69.3,69.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/5069: Selah,,,,
118,P-Shorline,462.6,+,5,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,S,5.0W,https://mygmrs.com/repeater/956: Shoreline,,,,
119,P-Sumas 675,462.675,+,5,TSQL,114.8,114.8,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/9458: Everson,,,,
120,P-Tampico G3,462.6,+,5,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,S,5.0W,https://mygmrs.com/repeater/6753: Yakima,,,,
121,P-Trilogy 575 Repeater,462.575,+,5,Cross,123,88.5,23,NN,274,Tone->DTCS,FM,5,,5.0W,https://mygmrs.com/repeater/9993: Redmond,,,,
122,P-Trilogy 600 Redmond,462.6,+,5,TSQL,123,123,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/6977: Redmond,,,,
123,P-Woodland 600,462.6,+,5,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,S,5.0W,https://mygmrs.com/repeater/6570: Woodland,,,,
124,P-Yakima G7,462.7,+,5,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/3895: YAKIMA,,,,
125,ID-20-8 Communicate,462.675,+,5,TSQL,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/6442: Soda Springs,,,,
126,ID-Adhoc-575,462.575,+,5,Tone,100,88.5,23,NN,23,Tone->Tone,FM,5,S,5.0W,https://mygmrs.com/repeater/8638: kuna,,,,
127,ID-Ammon North 625,462.625,+,5,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/8434: Ammon,,,,
128,ID-BC-GMRS,462.55,+,5,TSQL,146.2,146.2,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/6360: Pocatello,,,,
129,ID-BYU-I GMRS .725,462.725,+,5,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/4628: Rexburg,,,,
130,ID-CRB700,462.7,+,5,TSQL,123,123,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/10717: Mountain Home,,,,
131,ID-CalCan 600,462.6,+,5,TSQL,67,67,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/3832: Caldwell,,,,
132,ID-Caribou 625,462.625,+,5,TSQL,97.4,97.4,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/5302: Soda Springs,,,,
133,ID-Digs,462.65,+,5,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/9934: Homedale,,,,
134,ID-EXBacon,462.575,+,5,TSQL,69.3,69.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/8333: Tendoy,,,,
135,ID-Frawley\'s,462.625,+,5,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/2628: SAINT MARIES,,,,
136,ID-GATES550,462.55,+,5,TSQL,74.4,74.4,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/10243: Post Falls,,,,
137,ID-GEM 700,462.7,+,5,TSQL,250.3,250.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/4025: Emmett,,,,
138,ID-GV650,462.65,+,5,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,S,5.0W,https://mygmrs.com/repeater/10113: Garden Valley,,,,
139,ID-GWHIZ70/650,462.675,+,5,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/6254: KENDRICK,,,,
140,ID-Grangeville ERC 675,462.675,+,5,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/4258: Grangeville,,,,
141,ID-Hayden ERC,462.725,+,5,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/3155: Hayden,,,,
142,ID-Hayden Meteo 625,462.625,+,5,TSQL,136.5,136.5,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/7951: Hayden,,,,
143,ID-ID-GDC 462.5750,462.575,+,5,DTCS,88.5,88.5,454,NN,454,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/8579: Garden City,,,,
144,ID-ID-MDN 462.600,462.675,+,5,DTCS,88.5,88.5,311,NN,311,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/8867: Meridian,,,,
145,ID-IPHAMS-GMRS,462.65,+,5,TSQL,136.5,136.5,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/10102: Island Park,,,,
146,ID-Jake,462.625,+,5,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,5,,5.0W,https://mygmrs.com/repeater/10977: Homedale,,,,
